Area Code,State,Market,Market Size,Profit,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type
425,Washington,West,Small Market,4,165,65,87,58,513,10,40,60,100,13,02/01/2011,Tea,Green Tea,Regular
425,Washington,West,Small Market,18,133,59,56,22,377,20,50,70,120,5,06/01/2010,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,20,140,63,57,23,397,20,60,70,130,5,08/01/2010,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,13,121,54,54,20,391,20,50,60,110,5,11/01/2010,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,24,134,56,54,21,385,50,40,70,110,5,10/01/2011,Espresso,Caffe Mocha,Regular
425,Washington,West,Small Market,40,155,71,44,22,950,50,60,80,140,6,03/01/2010,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,61,168,69,44,21,965,60,60,80,140,6,01/01/2011,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,61,164,70,43,21,957,60,60,80,140,6,02/01/2011,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,68,175,81,44,25,1046,60,70,90,160,6,06/01/2011,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,98,224,103,48,31,1073,90,90,120,210,6,08/01/2011,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,67,175,75,44,23,1063,40,70,80,150,6,11/01/2011,Espresso,Decaf Espresso,Decaf
425,Washington,West,Small Market,75,225,90,60,29,1148,80,70,120,190,8,07/01/2010,Herbal Tea,Chamomile,Decaf
425,Washington,West,Small Market,104,223,90,56,29,1148,80,70,120,190,8,07/01/2011,Herbal Tea,Chamomile,Decaf
425,Washington,West,Small Market,47,119,48,24,13,829,60,30,60,90,9,10/01/2010,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,46,120,49,25,13,845,50,40,70,110,9,12/01/2010,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,51,98,40,20,11,843,50,30,50,80,9,07/01/2011,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,70,127,48,24,13,834,50,40,60,100,9,09/01/2011,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,68,128,49,25,13,845,50,40,70,110,9,12/01/2011,Herbal Tea,Lemon,Decaf
425,Washington,West,Small Market,54,151,57,40,17,349,40,30,70,100,11,09/01/2010,Tea,Darjeeling,Regular
425,Washington,West,Small Market,49,141,53,39,16,321,50,30,70,100,11,11/01/2010,Tea,Darjeeling,Regular
425,Washington,West,Small Market,92,178,62,43,19,346,40,40,70,110,11,03/01/2011,Tea,Darjeeling,Regular
425,Washington,West,Small Market,61,129,48,35,14,351,30,30,50,80,11,05/01/2011,Tea,Darjeeling,Regular
425,Washington,West,Small Market,58,125,47,34,14,366,30,30,50,80,11,08/01/2011,Tea,Darjeeling,Regular
425,Washington,West,Small Market,85,169,60,42,18,329,40,20,50,70,11,10/01/2011,Tea,Darjeeling,Regular
425,Washington,West,Small Market,61,146,56,40,17,382,40,30,60,90,12,02/01/2011,Tea,Earl Grey,Regular
425,Washington,West,Small Market,37,109,45,35,14,410,30,20,50,70,12,05/01/2011,Tea,Earl Grey,Regular
425,Washington,West,Small Market,35,110,48,27,15,623,40,40,60,100,4,01/01/2010,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,52,119,49,28,16,611,40,40,60,100,4,03/01/2011,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,47,110,45,26,14,605,30,40,50,90,4,04/01/2011,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,23,68,30,20,9,581,30,20,40,60,4,08/01/2011,Espresso,Caffe Latte,Regular
425,Washington,West,Small Market,16,55,22,19,7,570,20,20,30,50,4,11/01/2011,Espresso,Caffe Latte,Regular
430,Texas,South,Major Market,183,512,235,94,72,1060,270,290,350,640,2,05/01/2010,Coffee,Columbian,Regular
430,Texas,South,Major Market,206,567,260,101,80,1319,290,320,380,700,2,07/01/2010,Coffee,Columbian,Regular
430,Texas,South,Major Market,243,496,213,88,66,942,240,260,320,580,2,02/01/2011,Coffee,Columbian,Regular
430,Texas,South,Major Market,101,202,83,39,27,613,100,100,130,230,3,02/01/2011,Coffee,Decaf Irish Cream,Decaf
430,Texas,South,Major Market,94,188,83,36,27,574,100,100,130,230,3,06/01/2011,Coffee,Decaf Irish Cream,Decaf
430,Texas,South,Major Market,88,210,86,36,24,499,90,70,110,180,6,05/01/2010,Espresso,Decaf Espresso,Decaf
430,Texas,South,Major Market,77,142,54,27,15,601,40,40,60,100,6,12/01/2011,Espresso,Decaf Espresso,Decaf
430,Texas,South,Major Market,19,108,46,43,15,415,30,40,60,100,8,08/01/2010,Herbal Tea,Chamomile,Decaf
430,Texas,South,Major Market,42,114,43,36,13,419,50,30,60,90,9,10/01/2011,Herbal Tea,Lemon,Decaf
430,Texas,South,Major Market,36,108,41,36,13,435,30,30,60,90,9,12/01/2011,Herbal Tea,Lemon,Decaf
430,Texas,South,Major Market,30,131,52,49,17,-587,40,40,70,110,4,08/01/2010,Espresso,Caffe Latte,Regular
432,Texas,South,Major Market,275,554,239,96,74,1246,340,350,420,770,2,10/01/2011,Coffee,Columbian,Regular
432,Texas,South,Major Market,258,522,225,91,69,1272,230,260,320,580,2,11/01/2011,Coffee,Columbian,Regular
432,Texas,South,Major Market,68,190,83,39,27,613,100,100,130,230,3,02/01/2010,Coffee,Decaf Irish Cream,Decaf
432,Texas,South,Major Market,166,274,113,40,31,897,120,90,140,230,5,06/01/2011,Espresso,Caffe Mocha,Regular
432,Texas,South,Major Market,116,199,76,33,21,580,80,40,80,120,6,10/01/2011,Espresso,Decaf Espresso,Decaf
432,Texas,South,Major Market,38,128,52,38,16,357,50,40,80,120,9,02/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,46,165,75,44,23,956,70,90,110,200,1,02/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,45,163,74,44,22,949,70,90,110,200,1,03/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,47,167,76,44,23,965,70,90,110,200,1,04/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,38,148,68,42,21,998,60,80,100,180,1,05/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,36,142,65,41,20,1042,60,80,90,170,1,06/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,32,132,60,40,18,1070,60,70,90,160,1,07/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,36,142,65,41,20,1053,90,90,110,200,1,10/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,36,139,63,40,19,1075,50,70,90,160,1,12/01/2010,Coffee,Amaretto,Regular
435,Utah,West,Small Market,67,174,74,44,22,949,70,90,110,200,1,03/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,52,147,68,39,21,998,60,80,100,180,1,05/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,50,141,65,38,20,1042,60,80,90,170,1,06/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,33,109,50,33,15,1064,40,60,70,130,1,08/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,49,145,62,41,19,1059,70,70,100,170,1,09/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,53,151,65,41,20,1053,90,90,110,200,1,10/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,58,160,69,42,21,1060,50,80,90,170,1,11/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,53,148,63,40,19,1075,50,70,90,160,1,12/01/2011,Coffee,Amaretto,Regular
435,Utah,West,Small Market,30,130,55,45,18,312,70,60,100,160,2,01/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,30,130,55,45,18,305,70,60,100,160,2,02/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,25,119,51,43,16,311,50,60,80,140,2,04/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,22,113,48,43,15,334,50,60,80,140,2,05/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,15,98,42,41,13,384,40,50,70,120,2,08/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,22,113,48,43,15,380,50,60,80,140,2,09/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,22,111,47,42,15,375,80,50,100,150,2,10/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,27,124,53,44,17,380,50,60,80,140,2,11/01/2010,Coffee,Columbian,Regular
435,Utah,West,Small Market,47,145,55,47,18,312,70,60,100,160,2,01/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,45,139,55,45,18,305,70,60,100,160,2,02/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,37,127,51,43,16,311,50,60,80,140,2,04/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,30,112,48,40,15,334,50,60,80,140,2,05/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,26,107,46,40,15,367,50,50,80,130,2,06/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,22,99,43,38,14,388,40,50,70,120,2,07/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,21,97,42,38,13,384,40,50,70,120,2,08/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,33,118,47,42,15,375,80,50,100,150,2,10/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,40,132,53,44,17,380,50,60,80,140,2,11/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,31,121,49,44,16,392,50,50,80,130,2,12/01/2011,Coffee,Columbian,Regular
435,Utah,West,Small Market,41,193,86,66,32,484,80,100,140,240,3,02/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,38,189,85,66,32,476,70,100,130,230,3,03/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,34,178,80,64,30,494,70,100,120,220,3,04/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,34,173,77,62,29,529,70,90,120,210,3,05/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,32,169,76,61,28,580,70,90,120,210,3,06/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,31,169,76,62,28,613,70,90,120,210,3,07/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,27,160,72,61,27,606,60,90,110,200,3,08/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,34,177,79,64,30,593,120,100,160,260,3,10/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,26,153,68,59,25,619,50,80,100,180,3,12/01/2010,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,61,206,86,66,32,484,80,100,140,240,3,02/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,56,201,85,66,32,476,70,100,130,230,3,03/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,47,171,77,58,29,529,70,90,120,210,3,05/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,44,167,76,57,28,580,70,90,120,210,3,06/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,43,167,76,58,28,613,70,90,120,210,3,07/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,36,160,67,59,25,599,50,80,100,180,3,09/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,50,189,79,64,30,593,120,100,160,260,3,10/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,56,196,82,64,31,601,60,90,120,210,3,11/01/2011,Coffee,Decaf Irish Cream,Decaf
435,Utah,West,Small Market,-9,65,29,45,11,169,10,10,30,40,13,01/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-6,68,30,44,11,165,10,10,30,40,13,02/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-4,75,33,46,12,162,10,20,30,50,13,03/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-8,65,29,44,11,169,10,10,30,40,13,04/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-3,78,35,46,13,204,10,20,30,50,13,06/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,1,89,40,48,15,219,20,20,40,60,13,07/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-9,65,29,45,11,215,10,10,30,40,13,08/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-13,54,24,43,9,212,0,10,20,30,13,09/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-12,56,25,43,9,209,10,0,20,20,13,10/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-15,45,20,40,7,218,0,10,20,30,13,12/01/2010,Tea,Green Tea,Regular
435,Utah,West,Small Market,-14,73,29,47,11,169,10,10,30,40,13,01/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-9,72,30,44,11,165,10,10,30,40,13,02/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-6,80,33,46,12,162,10,20,30,50,13,03/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-4,77,35,43,13,204,10,20,30,50,13,06/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,1,88,40,45,15,219,20,20,40,60,13,07/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-12,64,29,42,11,215,10,10,30,40,13,08/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-19,58,24,43,9,212,0,10,20,30,13,09/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-18,60,25,43,9,209,10,0,20,20,13,10/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-4,81,34,45,12,211,0,20,30,50,13,11/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,-22,48,20,40,7,218,0,10,20,30,13,12/01/2011,Tea,Green Tea,Regular
435,Utah,West,Small Market,34,112,49,29,16,623,40,40,60,100,5,01/01/2010,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,36,111,48,27,15,599,40,40,60,100,5,05/01/2010,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,35,111,48,28,15,593,40,40,60,100,5,06/01/2010,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,56,159,69,34,22,572,60,60,90,150,5,09/01/2010,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,85,231,101,45,33,552,90,90,130,220,5,11/01/2010,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,77,214,94,43,31,540,70,90,110,200,5,12/01/2010,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,53,125,49,30,16,623,40,40,60,100,5,01/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,52,119,49,28,16,617,40,40,60,100,5,02/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,55,127,52,30,17,605,50,40,70,110,5,04/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,50,110,48,25,15,599,40,40,60,100,5,05/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,44,105,46,26,15,587,40,40,60,100,5,07/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,86,174,77,34,25,581,60,70,90,160,5,08/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,129,251,103,46,33,564,110,80,130,210,5,10/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,114,228,94,43,31,540,70,90,110,200,5,12/01/2011,Espresso,Caffe Mocha,Regular
435,Utah,West,Small Market,47,123,50,26,14,821,50,40,70,110,6,01/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,48,123,50,25,14,814,50,40,70,110,6,02/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,47,121,49,25,13,809,50,40,70,110,6,03/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,43,115,47,25,13,821,50,40,70,110,6,04/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,42,109,44,23,12,844,40,40,60,100,6,05/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,34,92,37,21,10,876,40,30,50,80,6,06/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,28,83,34,21,9,890,30,30,40,70,6,08/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,40,108,44,24,12,886,40,40,60,100,6,09/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,37,99,40,22,11,881,60,20,60,80,6,10/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,52,132,54,26,15,885,50,50,70,120,6,11/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,47,123,50,26,14,898,50,40,70,110,6,12/01/2010,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,73,138,50,27,14,821,50,40,70,110,6,01/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,71,131,50,25,14,814,50,40,70,110,6,02/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,70,129,49,25,13,809,50,40,70,110,6,03/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,64,123,47,25,13,821,50,40,70,110,6,04/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,58,108,44,21,12,844,40,40,60,100,6,05/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,47,91,37,20,10,876,40,30,50,80,6,06/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,43,86,35,20,9,894,40,30,50,80,6,07/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,39,82,34,20,9,890,30,30,40,70,6,08/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,59,115,44,24,12,886,40,40,60,100,6,09/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,55,106,40,22,11,881,60,20,60,80,6,10/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,77,141,54,26,15,885,50,50,70,120,6,11/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,70,131,50,26,14,898,50,40,70,110,6,12/01/2011,Espresso,Decaf Espresso,Decaf
435,Utah,West,Small Market,24,101,41,36,13,236,30,30,50,80,8,02/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,28,107,43,36,13,231,40,30,60,90,8,03/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,34,121,49,38,15,241,30,40,60,100,8,04/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,34,125,51,40,16,265,40,40,70,110,8,05/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,42,138,56,40,17,302,50,40,80,120,8,06/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,48,151,61,42,19,329,60,50,80,130,8,07/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,34,120,49,37,15,315,40,40,60,100,8,09/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,36,127,52,39,16,327,40,40,70,110,8,12/01/2010,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,33,104,38,36,12,241,30,30,50,80,8,01/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,36,108,41,36,13,236,30,30,50,80,8,02/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,42,114,43,36,13,231,40,30,60,90,8,03/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,47,124,51,37,16,265,40,40,70,110,8,05/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,58,137,56,37,17,302,50,40,80,120,8,06/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,66,150,61,39,19,329,60,50,80,130,8,07/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,68,150,61,38,19,322,60,50,80,130,8,08/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,45,120,46,37,14,316,30,40,60,100,8,11/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,53,135,52,39,16,327,40,40,70,110,8,12/01/2011,Herbal Tea,Chamomile,Decaf
435,Utah,West,Small Market,25,120,48,47,15,372,30,40,60,100,9,01/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,24,114,45,45,14,366,40,30,70,100,9,02/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,26,119,47,46,15,361,30,40,60,100,9,03/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,28,125,50,47,16,372,40,40,70,110,9,04/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,32,132,52,48,17,397,40,40,70,110,9,05/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,42,156,62,52,20,436,50,50,80,130,9,06/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,44,160,64,52,21,467,60,50,90,140,9,07/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,44,160,64,52,21,460,60,50,90,140,9,08/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,34,139,55,50,18,453,50,40,80,120,9,09/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,23,114,45,46,14,447,60,20,70,90,9,10/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,20,109,43,46,14,452,30,40,60,100,9,11/01/2010,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,39,134,48,49,15,372,30,40,60,100,9,01/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,36,121,45,45,14,366,40,30,70,100,9,02/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,39,127,47,46,15,361,30,40,60,100,9,03/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,42,133,50,47,16,372,40,40,70,110,9,04/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,44,131,52,45,17,397,40,40,70,110,9,05/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,61,159,64,48,21,467,60,50,90,140,9,07/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,61,159,64,48,21,460,60,50,90,140,9,08/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,50,148,55,50,18,453,50,40,80,120,9,09/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,34,121,45,46,14,447,60,20,70,90,9,10/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,30,116,43,46,14,452,30,40,60,100,9,11/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,42,130,48,46,15,462,40,40,70,110,9,12/01/2011,Herbal Tea,Lemon,Decaf
435,Utah,West,Small Market,-40,99,88,51,27,525,-30,70,10,80,10,01/01/2010,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-31,102,84,49,26,625,-30,70,10,80,10,02/01/2010,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-11,133,93,51,28,840,0,70,40,110,10,04/01/2010,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-15,136,98,53,30,973,-10,80,30,110,10,05/01/2010,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-33,141,116,58,35,1142,-10,90,30,120,10,06/01/2010,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-27,109,86,50,26,1698,0,60,20,80,10,10/01/2010,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,17,160,92,51,28,1898,20,80,60,140,10,12/01/2010,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-62,111,88,54,27,525,-30,70,10,80,10,01/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-46,109,84,49,26,625,-30,70,10,80,10,02/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-16,142,93,51,28,840,0,70,40,110,10,04/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-46,140,116,54,35,1142,-10,90,30,120,10,06/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-67,123,104,56,32,1574,-20,80,20,100,10,09/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-40,116,86,50,26,1698,0,60,20,80,10,10/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-12,130,82,48,25,1804,0,70,40,110,10,11/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,25,171,92,51,28,1898,20,80,60,140,10,12/01/2011,Herbal Tea,Mint,Decaf
435,Utah,West,Small Market,-10,90,37,63,34,261,0,20,40,60,11,01/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-7,104,43,68,39,256,10,20,50,70,11,02/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-6,107,44,69,40,261,10,20,50,70,11,04/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-8,104,43,69,39,282,10,20,50,70,11,05/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,0,141,59,82,53,338,10,30,60,90,11,07/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-7,106,44,69,40,325,10,20,50,70,11,09/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-7,106,44,69,40,325,-10,30,40,70,11,11/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-4,118,49,73,44,335,0,30,50,80,11,12/01/2010,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-16,101,37,66,34,261,0,20,40,60,11,01/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-10,114,44,70,40,251,10,20,50,70,11,03/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-9,114,44,69,40,261,10,20,50,70,11,04/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-11,103,43,64,39,282,10,20,50,70,11,05/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-4,124,52,71,47,313,0,30,50,80,11,06/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,3,150,63,80,57,332,10,40,60,100,11,08/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-9,116,45,70,41,320,20,10,40,50,11,10/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-10,113,44,69,40,325,-10,30,40,70,11,11/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,-6,126,49,73,44,335,0,30,50,80,11,12/01/2011,Tea,Darjeeling,Regular
435,Utah,West,Small Market,9,82,35,38,11,196,10,20,30,50,12,01/01/2010,Tea,Earl Grey,Regular
435,Utah,West,Small Market,9,82,35,38,11,191,10,20,30,50,12,02/01/2010,Tea,Earl Grey,Regular
435,Utah,West,Small Market,10,85,36,39,11,187,10,20,30,50,12,03/01/2010,Tea,Earl Grey,Regular
435,Utah,West,Small Market,11,88,37,40,12,195,10,20,30,50,12,04/01/2010,Tea,Earl Grey,Regular
435,Utah,West,Small Market,14,92,39,39,12,212,20,20,40,60,12,05/01/2010,Tea,Earl Grey,Regular
435,Utah,West,Small Market,17,103,44,42,14,258,30,20,50,70,12,07/01/2010,Tea,Earl Grey,Regular
435,Utah,West,Small Market,19,105,45,41,14,253,30,20,50,70,12,08/01/2010,Tea,Earl Grey,Regular
